driverId,position,time,number,Season,Round
max_verstappen,1,1:58.245,1,2021,1
hamilton,2,1:59.538,1,2021,1
leclerc,3,2:02.698,1,2021,1
bottas,4,2:03.772,1,2021,1
gasly,5,2:04.697,1,2021,1
norris,6,2:06.744,1,2021,1
ricciardo,7,2:08.545,1,2021,1
alonso,8,2:10.373,1,2021,1
stroll,9,2:12.396,1,2021,1
sainz,10,2:14.282,1,2021,1
raikkonen,11,2:16.372,1,2021,1
giovinazzi,12,2:18.362,1,2021,1
ocon,13,2:19.866,1,2021,1
vettel,14,2:21.797,1,2021,1
tsunoda,15,2:22.502,1,2021,1
russell,16,2:24.364,1,2021,1
latifi,17,2:25.219,1,2021,1
mick_schumacher,18,2:26.524,1,2021,1
perez,19,2:27.951,1,2021,1
max_verstappen,1,2:22.406,2,2021,1
hamilton,2,2:22.712,2,2021,1
leclerc,3,2:21.183,2,2021,1
bottas,4,2:21.478,2,2021,1
gasly,5,2:22.263,2,2021,1
norris,6,2:20.999,2,2021,1
ricciardo,7,2:20.642,2,2021,1
alonso,8,2:19.776,2,2021,1
stroll,9,2:19.603,2,2021,1
sainz,10,2:19.070,2,2021,1
raikkonen,11,2:19.993,2,2021,1
giovinazzi,12,2:18.879,2,2021,1
ocon,13,2:18.821,2,2021,1
vettel,14,2:18.294,2,2021,1
tsunoda,15,2:18.520,2,2021,1
russell,16,2:18.994,2,2021,1
latifi,17,2:19.416,2,2021,1
mick_schumacher,18,2:19.552,2,2021,1
perez,19,2:20.666,2,2021,1
max_verstappen,1,2:38.001,3,2021,1
hamilton,2,2:36.656,3,2021,1
leclerc,3,2:35.188,3,2021,1
bottas,4,2:34.199,3,2021,1
gasly,5,2:32.610,3,2021,1
norris,6,2:32.067,3,2021,1
ricciardo,7,2:31.045,3,2021,1
alonso,8,2:30.630,3,2021,1
stroll,9,2:29.035,3,2021,1
sainz,10,2:28.127,3,2021,1
raikkonen,11,2:25.649,3,2021,1
giovinazzi,12,2:25.126,3,2021,1
ocon,13,2:23.946,3,2021,1
vettel,14,2:22.630,3,2021,1
tsunoda,15,2:22.096,3,2021,1
russell,16,2:19.901,3,2021,1
latifi,17,2:18.832,3,2021,1
mick_schumacher,18,2:17.719,3,2021,1
perez,19,2:15.246,3,2021,1
max_verstappen,1,1:44.343,4,2021,1
hamilton,2,1:44.932,4,2021,1
leclerc,3,1:46.103,4,2021,1
bottas,4,1:48.046,4,2021,1
norris,5,1:49.988,4,2021,1
ricciardo,6,1:51.438,4,2021,1
alonso,7,1:52.313,4,2021,1
stroll,8,1:52.919,4,2021,1
sainz,9,1:53.477,4,2021,1
giovinazzi,10,1:53.761,4,2021,1
raikkonen,11,1:56.558,4,2021,1
ocon,12,1:57.137,4,2021,1
vettel,13,1:57.475,4,2021,1
russell,14,1:57.443,4,2021,1
perez,15,1:58.724,4,2021,1
tsunoda,16,2:00.403,4,2021,1
latifi,17,2:01.239,4,2021,1
gasly,18,2:06.772,4,2021,1
mick_schumacher,19,2:09.259,4,2021,1
max_verstappen,1,1:44.629,5,2021,1
hamilton,2,1:45.139,5,2021,1
leclerc,3,1:45.543,5,2021,1
bottas,4,1:43.651,5,2021,1
norris,5,1:42.220,5,2021,1
ricciardo,6,1:41.470,5,2021,1
alonso,7,1:40.858,5,2021,1
stroll,8,1:41.463,5,2021,1
sainz,9,1:41.209,5,2021,1
giovinazzi,10,1:42.150,5,2021,1
raikkonen,11,1:40.574,5,2021,1
ocon,12,1:40.334,5,2021,1
russell,13,1:40.849,5,2021,1
vettel,14,1:41.948,5,2021,1
perez,15,1:40.010,5,2021,1
tsunoda,16,1:40.554,5,2021,1
latifi,17,1:40.773,5,2021,1
mick_schumacher,18,1:39.927,5,2021,1
gasly,19,2:11.534,5,2021,1
max_verstappen,1,1:35.982,6,2021,1
hamilton,2,1:36.169,6,2021,1
bottas,3,1:37.109,6,2021,1
leclerc,4,1:38.294,6,2021,1
norris,5,1:37.893,6,2021,1
max_verstappen,1,1:38.603,1,2021,2
hamilton,2,1:42.572,1,2021,2
leclerc,3,1:47.198,1,2021,2
perez,4,1:47.814,1,2021,2
ricciardo,5,1:52.843,1,2021,2
gasly,6,1:54.003,1,2021,2
stroll,7,1:55.367,1,2021,2
sainz,8,1:57.218,1,2021,2
norris,9,1:59.977,1,2021,2
bottas,10,2:00.892,1,2021,2
russell,11,2:02.630,1,2021,2
raikkonen,12,2:03.999,1,2021,2
giovinazzi,13,2:05.332,1,2021,2
ocon,14,2:05.387,1,2021,2
tsunoda,15,2:09.267,1,2021,2
mick_schumacher,16,2:09.679,1,2021,2
alonso,17,2:10.127,1,2021,2
vettel,18,2:11.207,1,2021,2
mazepin,19,2:13.405,1,2021,2
max_verstappen,1,2:29.163,2,2021,2
hamilton,2,2:28.397,2,2021,2
leclerc,3,2:25.323,2,2021,2
perez,4,2:26.227,2,2021,2
ricciardo,5,2:22.588,2,2021,2
gasly,6,2:23.030,2,2021,2
stroll,7,2:23.355,2,2021,2
sainz,8,2:22.547,2,2021,2
norris,9,2:22.471,2,2021,2
bottas,10,2:22.900,2,2021,2
russell,11,2:23.543,2,2021,2
raikkonen,12,2:23.752,2,2021,2
giovinazzi,13,2:23.868,2,2021,2
tsunoda,14,2:21.016,2,2021,2
mick_schumacher,15,2:21.704,2,2021,2
alonso,16,2:23.276,2,2021,2
vettel,17,2:24.647,2,2021,2
mazepin,18,2:26.056,2,2021,2
ocon,19,2:35.352,2,2021,2
max_verstappen,1,2:23.247,3,2021,2
hamilton,2,2:21.831,3,2021,2
leclerc,3,2:21.062,3,2021,2
perez,4,2:20.741,3,2021,2
ricciardo,5,2:20.636,3,2021,2
gasly,6,2:20.848,3,2021,2
stroll,7,2:21.212,3,2021,2
sainz,8,2:21.308,3,2021,2
norris,9,2:19.843,3,2021,2
bottas,10,2:20.725,3,2021,2
russell,11,2:20.650,3,2021,2
raikkonen,12,2:20.380,3,2021,2
giovinazzi,13,2:20.385,3,2021,2
tsunoda,14,2:20.548,3,2021,2
mick_schumacher,15,2:20.080,3,2021,2
alonso,16,2:19.978,3,2021,2
mazepin,17,2:18.071,3,2021,2
ocon,18,2:17.933,3,2021,2
vettel,19,2:22.980,3,2021,2
max_verstappen,1,2:20.332,4,2021,2
hamilton,2,2:21.660,4,2021,2
leclerc,3,2:22.840,4,2021,2
perez,4,2:22.893,4,2021,2
ricciardo,5,2:24.931,4,2021,2
gasly,6,2:24.697,4,2021,2
stroll,7,2:23.912,4,2021,2
sainz,8,2:26.446,4,2021,2
norris,9,2:27.079,4,2021,2
bottas,10,2:25.912,4,2021,2
russell,11,2:26.172,4,2021,2
raikkonen,12,2:26.822,4,2021,2
giovinazzi,13,2:26.814,4,2021,2
tsunoda,14,2:26.700,4,2021,2
alonso,15,2:25.540,4,2021,2
mazepin,16,2:22.477,4,2021,2
ocon,17,2:22.503,4,2021,2
vettel,18,2:25.242,4,2021,2
mick_schumacher,19,2:43.646,4,2021,2
max_verstappen,1,2:25.691,5,2021,2
hamilton,2,2:25.146,5,2021,2
leclerc,3,2:25.489,5,2021,2
perez,4,2:25.257,5,2021,2
ricciardo,5,2:24.261,5,2021,2
gasly,6,2:23.932,5,2021,2
stroll,7,2:23.822,5,2021,2
sainz,8,2:21.700,5,2021,2
norris,9,2:21.984,5,2021,2
bottas,10,2:23.930,5,2021,2
russell,11,2:23.405,5,2021,2
raikkonen,12,2:23.239,5,2021,2
giovinazzi,13,2:23.313,5,2021,2
tsunoda,14,2:23.251,5,2021,2
alonso,15,2:22.849,5,2021,2
mazepin,16,2:23.337,5,2021,2
ocon,17,2:23.527,5,2021,2
vettel,18,2:22.250,5,2021,2
mick_schumacher,19,2:25.633,5,2021,2
max_verstappen,1,2:20.804,6,2021,2
hamilton,2,2:18.618,6,2021,2
leclerc,3,2:16.873,6,2021,2
perez,4,2:16.344,6,2021,2
ricciardo,5,2:14.861,6,2021,2
bottas,1,1:24.937,1,2021,3
hamilton,2,1:25.806,1,2021,3
max_verstappen,3,1:26.704,1,2021,3
sainz,4,1:28.400,1,2021,3
perez,5,1:29.236,1,2021,3
norris,6,1:29.671,1,2021,3
ocon,7,1:30.419,1,2021,3
leclerc,8,1:30.736,1,2021,3
gasly,9,1:31.557,1,2021,3
vettel,10,1:31.907,1,2021,3
russell,11,1:32.993,1,2021,3
giovinazzi,12,1:33.594,1,2021,3
raikkonen,13,1:33.673,1,2021,3
ricciardo,14,1:34.197,1,2021,3
alonso,15,1:34.254,1,2021,3
tsunoda,16,1:34.845,1,2021,3
stroll,17,1:35.093,1,2021,3
latifi,18,1:35.546,1,2021,3
mick_schumacher,19,1:36.319,1,2021,3
mazepin,20,1:36.628,1,2021,3
bottas,1,1:46.875,2,2021,3
hamilton,2,1:48.207,2,2021,3
max_verstappen,3,1:48.275,2,2021,3
sainz,4,1:48.928,2,2021,3
perez,5,1:49.102,2,2021,3
norris,6,1:50.559,2,2021,3
ocon,7,1:51.644,2,2021,3
leclerc,8,1:52.693,2,2021,3
gasly,9,1:53.555,2,2021,3
vettel,10,1:55.328,2,2021,3
russell,11,1:55.043,2,2021,3
giovinazzi,12,1:56.382,2,2021,3
ricciardo,13,1:57.399,2,2021,3
alonso,14,2:01.115,2,2021,3
tsunoda,15,2:02.598,2,2021,3
stroll,16,2:03.386,2,2021,3
latifi,17,2:04.268,2,2021,3
mick_schumacher,18,2:04.418,2,2021,3
mazepin,19,2:05.966,2,2021,3
bottas,1,2:22.684,3,2021,3
hamilton,2,2:22.624,3,2021,3
max_verstappen,3,2:22.886,3,2021,3
sainz,4,2:21.456,3,2021,3
perez,5,2:21.727,3,2021,3
norris,6,2:20.721,3,2021,3
ocon,7,2:20.679,3,2021,3
leclerc,8,2:21.183,3,2021,3
gasly,9,2:21.094,3,2021,3
vettel,10,2:21.344,3,2021,3
russell,11,2:21.091,3,2021,3
giovinazzi,12,2:20.500,3,2021,3
ricciardo,13,2:20.615,3,2021,3
alonso,14,2:18.877,3,2021,3
tsunoda,15,2:18.773,3,2021,3
stroll,16,2:19.146,3,2021,3
latifi,17,2:19.257,3,2021,3
mick_schumacher,18,2:19.654,3,2021,3
mazepin,19,2:19.735,3,2021,3
bottas,1,2:15.331,4,2021,3
hamilton,2,2:15.225,4,2021,3
max_verstappen,3,2:15.089,4,2021,3
sainz,4,2:15.694,4,2021,3
perez,5,2:15.249,4,2021,3
norris,6,2:16.431,4,2021,3
ocon,7,2:15.969,4,2021,3
leclerc,8,2:15.461,4,2021,3
gasly,9,2:15.417,4,2021,3
vettel,10,2:14.734,4,2021,3
russell,11,2:16.210,4,2021,3
giovinazzi,12,2:16.084,4,2021,3
ricciardo,13,2:15.357,4,2021,3
alonso,14,2:14.695,4,2021,3
tsunoda,15,2:14.118,4,2021,3
stroll,16,2:14.788,4,2021,3
latifi,17,2:14.617,4,2021,3
mick_schumacher,18,2:14.524,4,2021,3
mazepin,19,2:14.713,4,2021,3
bottas,1,2:01.394,5,2021,3
hamilton,2,2:00.710,5,2021,3
max_verstappen,3,2:00.539,5,2021,3
sainz,4,2:00.239,5,2021,3
perez,5,2:00.471,5,2021,3
norris,6,1:59.045,5,2021,3
ocon,7,1:59.763,5,2021,3
leclerc,8,1:59.844,5,2021,3
gasly,9,1:59.657,5,2021,3
vettel,10,1:59.153,5,2021,3
russell,11,1:58.410,5,2021,3
giovinazzi,12,1:59.148,5,2021,3
ricciardo,13,2:00.170,5,2021,3
alonso,14,1:59.449,5,2021,3
tsunoda,15,1:59.327,5,2021,3
stroll,16,1:59.384,5,2021,3
latifi,17,1:59.142,5,2021,3
mick_schumacher,18,1:59.120,5,2021,3
mazepin,19,1:59.345,5,2021,3
bottas,1,2:10.372,6,2021,3
hamilton,2,2:09.497,6,2021,3
max_verstappen,3,2:08.636,6,2021,3
sainz,4,2:07.910,6,2021,3
max_verstappen,1,1:26.190,1,2021,4
hamilton,2,1:27.702,1,2021,4
leclerc,3,1:29.442,1,2021,4
bottas,4,1:30.174,1,2021,4
ricciardo,5,1:31.083,1,2021,4
perez,6,1:31.943,1,2021,4
ocon,7,1:32.775,1,2021,4
sainz,8,1:33.500,1,2021,4
norris,9,1:33.959,1,2021,4
alonso,10,1:34.655,1,2021,4
stroll,11,1:35.051,1,2021,4
vettel,12,1:35.498,1,2021,4
gasly,13,1:36.030,1,2021,4
raikkonen,14,1:36.748,1,2021,4
giovinazzi,15,1:37.299,1,2021,4
mick_schumacher,16,1:37.640,1,2021,4
russell,17,1:38.084,1,2021,4
tsunoda,18,1:38.543,1,2021,4
latifi,19,1:39.177,1,2021,4
mazepin,20,1:39.826,1,2021,4
max_verstappen,1,1:23.561,2,2021,4
hamilton,2,1:23.798,2,2021,4
leclerc,3,1:24.948,2,2021,4
bottas,4,1:25.251,2,2021,4
ricciardo,5,1:25.429,2,2021,4
perez,6,1:25.241,2,2021,4
ocon,7,1:25.631,2,2021,4
sainz,8,1:25.970,2,2021,4
norris,9,1:26.500,2,2021,4
alonso,10,1:26.882,2,2021,4
stroll,11,1:27.001,2,2021,4
vettel,12,1:27.277,2,2021,4
gasly,13,1:27.333,2,2021,4
raikkonen,14,1:27.611,2,2021,4
giovinazzi,15,1:27.724,2,2021,4
mick_schumacher,16,1:28.135,2,2021,4
tsunoda,17,1:27.714,2,2021,4
russell,18,1:28.774,2,2021,4
latifi,19,1:28.361,2,2021,4
mazepin,20,1:28.311,2,2021,4
max_verstappen,1,1:23.250,3,2021,4
hamilton,2,1:23.425,3,2021,4
leclerc,3,1:24.403,3,2021,4
bottas,4,1:24.121,3,2021,4
ricciardo,5,1:24.680,3,2021,4
perez,6,1:24.792,3,2021,4
ocon,7,1:25.236,3,2021,4
sainz,8,1:25.249,3,2021,4
norris,9,1:25.746,3,2021,4
alonso,10,1:25.698,3,2021,4
stroll,11,1:26.054,3,2021,4
vettel,12,1:26.125,3,2021,4
gasly,13,1:26.014,3,2021,4
raikkonen,14,1:26.177,3,2021,4
giovinazzi,15,1:26.328,3,2021,4
mick_schumacher,16,1:26.736,3,2021,4
tsunoda,17,1:26.760,3,2021,4
russell,18,1:27.083,3,2021,4
latifi,19,1:27.194,3,2021,4
mazepin,20,1:27.309,3,2021,4
max_verstappen,1,1:23.209,4,2021,4
hamilton,2,1:22.938,4,2021,4
leclerc,3,1:24.198,4,2021,4
bottas,4,1:24.192,4,2021,4
ricciardo,5,1:24.436,4,2021,4
perez,6,1:24.723,4,2021,4
ocon,7,1:24.858,4,2021,4
sainz,8,1:24.828,4,2021,4
norris,9,1:24.945,4,2021,4
alonso,10,1:25.097,4,2021,4
stroll,11,1:25.293,4,2021,4
vettel,12,1:25.312,4,2021,4
gasly,13,1:25.503,4,2021,4
raikkonen,14,1:25.585,4,2021,4
giovinazzi,15,1:25.723,4,2021,4
mick_schumacher,16,1:26.209,4,2021,4
tsunoda,17,1:26.189,4,2021,4
russell,18,1:26.223,4,2021,4
latifi,19,1:26.338,4,2021,4
mazepin,20,1:26.368,4,2021,4
max_verstappen,1,1:23.206,5,2021,4
hamilton,2,1:23.118,5,2021,4
leclerc,3,1:24.269,5,2021,4
bottas,4,1:24.784,5,2021,4
ricciardo,5,1:24.411,5,2021,4
perez,6,1:24.067,5,2021,4
ocon,7,1:24.449,5,2021,4
sainz,8,1:24.759,5,2021,4
norris,9,1:24.950,5,2021,4
alonso,10,1:25.177,5,2021,4
stroll,11,1:25.044,5,2021,4
vettel,12,1:25.201,5,2021,4
gasly,13,1:25.250,5,2021,4
raikkonen,14,1:25.363,5,2021,4
giovinazzi,15,1:25.571,5,2021,4
tsunoda,16,1:24.825,5,2021,4
mick_schumacher,17,1:27.216,5,2021,4
russell,18,1:26.348,5,2021,4
latifi,19,1:26.276,5,2021,4
mazepin,20,1:26.945,5,2021,4
max_verstappen,1,1:21.986,1,2021,5
bottas,2,1:23.015,1,2021,5
sainz,3,1:24.727,1,2021,5
norris,4,1:25.729,1,2021,5
gasly,5,1:26.902,1,2021,5
hamilton,6,1:27.982,1,2021,5
vettel,7,1:28.935,1,2021,5
perez,8,1:29.638,1,2021,5
giovinazzi,9,1:30.113,1,2021,5
ocon,10,1:30.963,1,2021,5
stroll,11,1:31.448,1,2021,5
raikkonen,12,1:33.051,1,2021,5
ricciardo,13,1:33.662,1,2021,5
alonso,14,1:34.069,1,2021,5
russell,15,1:34.901,1,2021,5
latifi,16,1:36.040,1,2021,5
tsunoda,17,1:36.731,1,2021,5
mick_schumacher,18,1:37.443,1,2021,5
mazepin,19,1:38.076,1,2021,5
max_verstappen,1,1:17.480,2,2021,5
bottas,2,1:17.613,2,2021,5
sainz,3,1:17.929,2,2021,5
norris,4,1:18.426,2,2021,5
gasly,5,1:18.737,2,2021,5
hamilton,6,1:18.742,2,2021,5
vettel,7,1:19.731,2,2021,5
perez,8,1:19.594,2,2021,5
giovinazzi,9,1:19.695,2,2021,5
ocon,10,1:20.154,2,2021,5
stroll,11,1:20.334,2,2021,5
raikkonen,12,1:20.858,2,2021,5
ricciardo,13,1:21.326,2,2021,5
alonso,14,1:21.498,2,2021,5
russell,15,1:21.405,2,2021,5
latifi,16,1:21.526,2,2021,5
tsunoda,17,1:21.852,2,2021,5
mick_schumacher,18,1:22.045,2,2021,5
mazepin,19,1:21.965,2,2021,5
max_verstappen,1,1:17.298,3,2021,5
bottas,2,1:17.329,3,2021,5
sainz,3,1:17.320,3,2021,5
norris,4,1:17.634,3,2021,5
gasly,5,1:17.821,3,2021,5
hamilton,6,1:18.240,3,2021,5
vettel,7,1:18.778,3,2021,5
perez,8,1:18.532,3,2021,5
giovinazzi,9,1:19.070,3,2021,5
ocon,10,1:19.421,3,2021,5
stroll,11,1:19.437,3,2021,5
raikkonen,12,1:19.846,3,2021,5
ricciardo,13,1:19.874,3,2021,5
alonso,14,1:20.548,3,2021,5
russell,15,1:20.458,3,2021,5
latifi,16,1:20.126,3,2021,5
tsunoda,17,1:19.829,3,2021,5
mick_schumacher,18,1:20.586,3,2021,5
mazepin,19,1:20.730,3,2021,5
max_verstappen,1,1:17.237,4,2021,5
bottas,2,1:17.154,4,2021,5
sainz,3,1:18.028,4,2021,5
norris,4,1:17.772,4,2021,5
gasly,5,1:18.060,4,2021,5
hamilton,6,1:17.936,4,2021,5
vettel,7,1:18.133,4,2021,5
perez,8,1:18.164,4,2021,5
giovinazzi,9,1:18.340,4,2021,5
ocon,10,1:18.494,4,2021,5
stroll,11,1:18.644,4,2021,5
raikkonen,12,1:19.102,4,2021,5
ricciardo,13,1:19.801,4,2021,5
alonso,14,1:20.121,4,2021,5
russell,15,1:20.091,4,2021,5
latifi,16,1:20.175,4,2021,5
tsunoda,17,1:20.526,4,2021,5
mick_schumacher,18,1:19.930,4,2021,5
mazepin,19,1:19.805,4,2021,5
max_verstappen,1,1:16.892,5,2021,5
bottas,2,1:17.236,5,2021,5
sainz,3,1:17.304,5,2021,5
norris,4,1:17.864,5,2021,5
gasly,5,1:17.909,5,2021,5
hamilton,6,1:18.221,5,2021,5
vettel,7,1:17.921,5,2021,5
perez,8,1:18.945,5,2021,5
giovinazzi,9,1:18.636,5,2021,5
ocon,10,1:18.546,5,2021,5
stroll,11,1:18.626,5,2021,5
raikkonen,12,1:18.913,5,2021,5
ricciardo,13,1:19.588,5,2021,5
alonso,14,1:19.757,5,2021,5
russell,15,1:19.608,5,2021,5
latifi,16,1:19.516,5,2021,5
tsunoda,17,1:19.373,5,2021,5
mick_schumacher,18,1:19.362,5,2021,5
mazepin,19,1:19.598,5,2021,5
max_verstappen,1,1:17.147,6,2021,5
bottas,2,1:16.863,6,2021,5
sainz,3,1:16.988,6,2021,5
norris,4,1:17.048,6,2021,5
gasly,5,1:17.393,6,2021,5
leclerc,1,1:52.162,1,2021,6
hamilton,2,1:52.533,1,2021,6
max_verstappen,3,1:53.236,1,2021,6
perez,4,1:54.523,1,2021,6
gasly,5,1:55.240,1,2021,6
sainz,6,1:55.799,1,2021,6
alonso,7,1:57.109,1,2021,6
tsunoda,8,1:57.578,1,2021,6
vettel,9,1:58.358,1,2021,6
bottas,10,1:59.467,1,2021,6
ocon,11,2:00.049,1,2021,6
norris,12,2:00.202,1,2021,6
ricciardo,13,2:00.631,1,2021,6
raikkonen,14,2:01.534,1,2021,6
giovinazzi,15,2:02.391,1,2021,6
stroll,16,2:04.253,1,2021,6
latifi,17,2:04.905,1,2021,6
mick_schumacher,18,2:05.671,1,2021,6
mazepin,19,2:06.029,1,2021,6
russell,20,2:08.197,1,2021,6
hamilton,1,1:49.236,2,2021,6
leclerc,2,1:49.672,2,2021,6
max_verstappen,3,1:49.550,2,2021,6
perez,4,1:49.180,2,2021,6
gasly,5,1:49.031,2,2021,6
sainz,6,1:49.542,2,2021,6
alonso,7,1:50.062,2,2021,6
tsunoda,8,1:50.071,2,2021,6
vettel,9,1:50.157,2,2021,6
bottas,10,1:50.418,2,2021,6
ocon,11,1:50.850,2,2021,6
norris,12,1:51.296,2,2021,6
ricciardo,13,1:50.972,2,2021,6
raikkonen,14,1:51.655,2,2021,6
stroll,15,1:51.395,2,2021,6
latifi,16,1:52.208,2,2021,6
mick_schumacher,17,1:52.393,2,2021,6
giovinazzi,18,1:55.997,2,2021,6
mazepin,19,1:53.144,2,2021,6
russell,20,2:07.330,2,2021,6
hamilton,1,1:48.060,3,2021,6
leclerc,2,1:48.746,3,2021,6
max_verstappen,3,1:48.040,3,2021,6
perez,4,1:48.644,3,2021,6
gasly,5,1:49.207,3,2021,6
sainz,6,1:49.300,3,2021,6
alonso,7,1:48.760,3,2021,6
tsunoda,8,1:48.534,3,2021,6
vettel,9,1:49.020,3,2021,6
bottas,10,1:49.315,3,2021,6
norris,11,1:49.911,3,2021,6
ricciardo,12,1:50.246,3,2021,6
raikkonen,13,1:51.973,3,2021,6
stroll,14,1:49.532,3,2021,6
latifi,15,1:50.685,3,2021,6
mick_schumacher,16,1:50.490,3,2021,6
mazepin,17,1:51.220,3,2021,6
ocon,18,2:10.806,3,2021,6
giovinazzi,19,2:06.274,3,2021,6
russell,20,1:50.787,3,2021,6
hamilton,1,1:47.462,4,2021,6
leclerc,2,1:47.600,4,2021,6
max_verstappen,3,1:47.826,4,2021,6
perez,4,1:47.842,4,2021,6
gasly,5,1:47.938,4,2021,6
sainz,6,1:48.563,4,2021,6
alonso,7,1:48.662,4,2021,6
tsunoda,8,1:48.998,4,2021,6
vettel,9,1:48.427,4,2021,6
bottas,10,1:49.208,4,2021,6
norris,11,1:47.490,4,2021,6
ricciardo,12,1:48.635,4,2021,6
stroll,13,1:48.911,4,2021,6
raikkonen,14,1:50.255,4,2021,6
latifi,15,1:49.947,4,2021,6
mick_schumacher,16,1:50.588,4,2021,6
mazepin,17,1:49.955,4,2021,6
giovinazzi,18,1:48.836,4,2021,6
russell,19,1:49.894,4,2021,6
hamilton,1,1:47.642,5,2021,6
leclerc,2,1:47.260,5,2021,6
max_verstappen,3,1:47.107,5,2021,6
perez,4,1:47.157,5,2021,6
gasly,5,1:47.643,5,2021,6
sainz,6,1:47.796,5,2021,6
alonso,7,1:48.448,5,2021,6
tsunoda,8,1:48.142,5,2021,6
vettel,9,1:48.787,5,2021,6
bottas,10,1:48.222,5,2021,6
norris,11,1:49.001,5,2021,6
ricciardo,12,1:48.401,5,2021,6
stroll,13,1:48.862,5,2021,6
raikkonen,14,1:48.865,5,2021,6
latifi,15,1:49.472,5,2021,6
mick_schumacher,16,1:50.103,5,2021,6
mazepin,17,1:49.871,5,2021,6
giovinazzi,18,1:48.592,5,2021,6
russell,19,1:49.098,5,2021,6
hamilton,1,1:47.394,6,2021,6
max_verstappen,2,1:47.548,6,2021,6
hamilton,1,1:44.859,1,2021,7
max_verstappen,2,1:46.339,1,2021,7
bottas,3,1:46.833,1,2021,7
perez,4,1:48.257,1,2021,7
sainz,5,1:48.811,1,2021,7
gasly,6,1:50.025,1,2021,7
leclerc,7,1:50.607,1,2021,7
alonso,8,1:50.690,1,2021,7
ricciardo,9,1:51.350,1,2021,7
norris,10,1:51.536,1,2021,7
ocon,11,1:52.392,1,2021,7
vettel,12,1:52.847,1,2021,7
giovinazzi,13,1:53.165,1,2021,7
raikkonen,14,1:53.586,1,2021,7
latifi,15,1:54.228,1,2021,7
stroll,16,1:55.002,1,2021,7
russell,17,1:55.420,1,2021,7
tsunoda,18,1:55.798,1,2021,7
mick_schumacher,19,1:56.462,1,2021,7
mazepin,20,1:57.026,1,2021,7
hamilton,1,1:39.625,2,2021,7
max_verstappen,2,1:39.613,2,2021,7
bottas,3,1:40.188,2,2021,7
perez,4,1:40.612,2,2021,7
sainz,5,1:41.546,2,2021,7
gasly,6,1:41.402,2,2021,7
leclerc,7,1:41.749,2,2021,7
alonso,8,1:42.370,2,2021,7
ricciardo,9,1:42.492,2,2021,7
norris,10,1:43.526,2,2021,7
vettel,11,1:42.974,2,2021,7
ocon,12,1:43.919,2,2021,7
giovinazzi,13,1:43.587,2,2021,7
raikkonen,14,1:43.743,2,2021,7
stroll,15,1:43.047,2,2021,7
latifi,16,1:44.439,2,2021,7
tsunoda,17,1:43.228,2,2021,7
russell,18,1:44.277,2,2021,7
mick_schumacher,19,1:44.178,2,2021,7
mazepin,20,1:44.607,2,2021,7
hamilton,1,1:39.776,3,2021,7
max_verstappen,2,1:39.571,3,2021,7
bottas,3,1:39.822,3,2021,7
perez,4,1:40.549,3,2021,7
sainz,5,1:41.069,3,2021,7
gasly,6,1:41.048,3,2021,7
leclerc,7,1:40.847,3,2021,7
alonso,8,1:40.797,3,2021,7
ricciardo,9,1:41.218,3,2021,7
norris,10,1:41.389,3,2021,7
vettel,11,1:41.460,3,2021,7
ocon,12,1:41.830,3,2021,7
giovinazzi,13,1:42.095,3,2021,7
raikkonen,14,1:42.222,3,2021,7
stroll,15,1:41.900,3,2021,7
latifi,16,1:42.496,3,2021,7
tsunoda,17,1:42.618,3,2021,7
russell,18,1:43.160,3,2021,7
mick_schumacher,19,1:42.660,3,2021,7
mazepin,20,1:42.672,3,2021,7
hamilton,1,1:39.692,4,2021,7
max_verstappen,2,1:40.024,4,2021,7
bottas,3,1:39.889,4,2021,7
perez,4,1:40.419,4,2021,7
sainz,5,1:41.085,4,2021,7
gasly,6,1:40.899,4,2021,7
leclerc,7,1:41.116,4,2021,7
alonso,8,1:41.498,4,2021,7
ricciardo,9,1:41.124,4,2021,7
norris,10,1:41.538,4,2021,7
vettel,11,1:41.728,4,2021,7
ocon,12,1:41.550,4,2021,7
giovinazzi,13,1:41.479,4,2021,7
raikkonen,14,1:41.280,4,2021,7
stroll,15,1:41.411,4,2021,7
tsunoda,16,1:41.485,4,2021,7
latifi,17,1:43.552,4,2021,7
russell,18,1:42.635,4,2021,7
mazepin,19,1:42.601,4,2021,7
mick_schumacher,20,1:47.603,4,2021,7
hamilton,1,1:39.549,5,2021,7
max_verstappen,2,1:39.408,5,2021,7
bottas,3,1:39.293,5,2021,7
perez,4,1:39.998,5,2021,7
sainz,5,1:40.342,5,2021,7
gasly,6,1:40.313,5,2021,7
leclerc,7,1:40.393,5,2021,7
alonso,8,1:40.733,5,2021,7
ricciardo,9,1:40.531,5,2021,7
norris,10,1:40.540,5,2021,7
vettel,11,1:40.534,5,2021,7
ocon,12,1:41.021,5,2021,7
giovinazzi,13,1:41.075,5,2021,7
raikkonen,14,1:41.507,5,2021,7
stroll,15,1:41.613,5,2021,7
tsunoda,16,1:40.996,5,2021,7
latifi,17,1:41.738,5,2021,7
russell,18,1:41.532,5,2021,7
mazepin,19,1:42.001,5,2021,7
mick_schumacher,20,1:42.872,5,2021,7
max_verstappen,1,1:12.767,1,2021,8
hamilton,2,1:13.718,1,2021,8
norris,3,1:14.772,1,2021,8
perez,4,1:15.588,1,2021,8
bottas,5,1:16.145,1,2021,8
stroll,6,1:17.559,1,2021,8
